City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
Otradnoye,59.7775,30.8181,66.25,68,100,7.52,RU,overcast clouds,2022-08-11 20:14:18
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Dikson,73.5069,80.5464,44.49,94,99,20.38,RU,overcast clouds,2022-08-11 20:16:48
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Manavgat,36.7867,31.4431,81.1,69,6,0.89,TR,clear sky,2022-08-11 20:17:38
Hofn,64.2539,-15.2082,51.78,83,63,15.52,IS,broken clouds,2022-08-11 20:11:49
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Quelimane,-17.8786,36.8883,68.16,84,0,4.7,MZ,clear sky,2022-08-11 20:16:24
Rawson,-43.3002,-65.1023,60.55,35,10,10.49,AR,clear sky,2022-08-11 20:17:52
Vila Franca Do Campo,37.7167,-25.4333,73.81,82,45,8.03,PT,scattered clouds,2022-08-11 20:17:53
Iqaluit,63.7506,-68.5145,45.63,65,67,4.59,CA,broken clouds,2022-08-11 20:14:19
Bichena,10.45,38.2,54.19,90,100,4.21,ET,overcast clouds,2022-08-11 20:17:56
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:15:21
Nove Mesto Na Morave,49.5614,16.0742,64.54,63,5,4.0,CZ,clear sky,2022-08-11 20:17:58
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Panaba,21.2833,-88.2667,94.14,42,77,5.01,MX,broken clouds,2022-08-11 20:18:01
Ketchikan,55.3422,-131.6461,68.47,68,0,16.11,US,clear sky,2022-08-11 20:15:37
Avarua,-21.2078,-159.775,75.25,83,20,12.66,CK,few clouds,2022-08-11 20:07:46
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:14:39
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:13:28
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:14:26
Provideniya,64.3833,-173.3,48.31,100,100,4.47,RU,fog,2022-08-11 20:16:40
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Cairns,-16.9167,145.7667,69.75,78,100,8.05,AU,overcast clouds,2022-08-11 20:18:13
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Kyra,49.5776,111.9753,51.12,76,8,5.91,RU,clear sky,2022-08-11 20:18:15
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Ipixuna,-1.7625,-48.8043,86.61,60,58,5.3,BR,broken clouds,2022-08-11 20:18:20
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:11:52
Vila,42.0304,-8.1588,63.7,71,0,2.24,PT,clear sky,2022-08-11 20:11:27
Norrtalje,59.758,18.705,70.43,58,3,7.81,SE,clear sky,2022-08-11 20:18:24
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Arraial Do Cabo,-22.9661,-42.0278,66.06,94,100,23.02,BR,mist,2022-08-11 20:08:01
Hobart,-42.8794,147.3294,43.05,91,86,5.75,AU,overcast clouds,2022-08-11 20:11:09
Coahuayana,18.7333,-103.6833,89.73,61,100,7.52,MX,overcast clouds,2022-08-11 20:18:29
Chokurdakh,70.6333,147.9167,49.68,70,100,8.3,RU,overcast clouds,2022-08-11 20:11:26
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:11:19
Samarai,-10.6167,150.6667,78.84,82,98,17.54,PG,overcast clouds,2022-08-11 20:18:33
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:14:49
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Curup,-3.4667,102.5333,67.82,97,82,2.15,ID,broken clouds,2022-08-11 20:18:37
Arraial Do Cabo,-22.9661,-42.0278,66.06,94,100,23.02,BR,mist,2022-08-11 20:08:01
Tessalit,20.1986,1.0114,100.13,19,24,5.03,ML,few clouds,2022-08-11 20:18:40
Zonguldak,41.25,31.8333,65.61,87,96,1.7,TR,overcast clouds,2022-08-11 20:18:41
Rocky Mountain House,52.3668,-114.9188,80.2,51,73,7.63,CA,broken clouds,2022-08-11 20:15:57
Banda Aceh,5.5577,95.3222,78.93,82,100,12.88,ID,light rain,2022-08-11 20:17:13
Longjiang,47.3303,123.1836,57.16,74,4,5.41,CN,clear sky,2022-08-11 20:18:46
Warangal,18.0,79.5833,77.27,81,100,12.41,IN,overcast clouds,2022-08-11 20:18:47
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:12:54
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:11:33
Bethel,41.3712,-73.414,90.63,45,0,8.05,US,clear sky,2022-08-11 20:16:10
Sapouy,11.5544,-1.7736,78.89,77,100,5.82,BF,overcast clouds,2022-08-11 20:18:53
Mbabane,-26.3167,31.1333,55.81,52,0,5.21,SZ,clear sky,2022-08-11 20:18:55
Mezen,65.8522,44.24,57.87,96,81,11.14,RU,moderate rain,2022-08-11 20:11:38
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Mahebourg,-20.4081,57.7,68.29,64,20,16.11,MU,few clouds,2022-08-11 20:16:19
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Vanderhoof,54.0166,-124.0198,83.53,31,62,2.24,CA,broken clouds,2022-08-11 20:19:04
Esso,55.9333,158.7,57.88,85,22,2.48,RU,few clouds,2022-08-11 20:19:05
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:12:41
Simbahan,6.3032,120.5836,82.9,72,87,3.13,PH,overcast clouds,2022-08-11 20:19:09
Sinnamary,5.3833,-52.95,83.84,69,51,8.41,GF,broken clouds,2022-08-11 20:19:10
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:15:14
Aswan,24.0934,32.907,95.61,21,51,14.76,EG,broken clouds,2022-08-11 20:19:13
Ponta Do Sol,32.6667,-17.1,74.01,72,70,3.87,PT,broken clouds,2022-08-11 20:13:05
Cabedelo,-6.9811,-34.8339,81.27,76,39,8.28,BR,scattered clouds,2022-08-11 20:17:54
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Hobart,-42.8794,147.3294,43.05,91,86,5.75,AU,overcast clouds,2022-08-11 20:11:09
Pevek,69.7008,170.3133,36.66,92,88,6.17,RU,overcast clouds,2022-08-11 20:13:25
Berlevag,70.8578,29.0864,53.4,87,100,20.71,NO,overcast clouds,2022-08-11 20:19:20
Ponta Do Sol,32.6667,-17.1,74.01,72,70,3.87,PT,broken clouds,2022-08-11 20:13:05
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Gemena,3.25,19.7667,71.64,96,100,4.79,CD,light rain,2022-08-11 20:19:25
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Dormidontovka,47.7702,134.9076,57.61,94,70,4.79,RU,broken clouds,2022-08-11 20:19:29
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:12:16
Namie,37.4833,141.0,82.71,83,60,11.95,JP,broken clouds,2022-08-11 20:19:32
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Nyurba,63.2842,118.3319,59.79,78,100,2.17,RU,overcast clouds,2022-08-11 20:19:34
Tuktoyaktuk,69.4541,-133.0374,50.58,77,100,13.22,CA,overcast clouds,2022-08-11 20:12:30
Artyom,40.4723,50.333,73.54,57,0,6.42,AZ,clear sky,2022-08-11 20:19:37
Ust-Tsilma,65.441,52.1498,62.8,67,100,7.18,RU,light rain,2022-08-11 20:19:38
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:11:24
Wawa,9.9022,4.4192,73.0,95,100,10.51,NG,heavy intensity rain,2022-08-11 20:15:14
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:14:26
Praya,14.9215,-23.5087,81.14,69,20,12.66,CV,few clouds,2022-08-11 20:19:43
Torbay,47.6666,-52.7314,60.76,87,100,8.05,CA,light intensity drizzle,2022-08-11 20:16:13
Ceska Trebova,49.9044,16.4441,63.05,67,6,5.17,CZ,clear sky,2022-08-11 20:19:46
Albany,42.6001,-73.9662,84.16,53,93,10.74,US,overcast clouds,2022-08-11 20:09:31
Georgetown,5.4112,100.3354,82.89,84,20,2.3,MY,few clouds,2022-08-11 20:11:31
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:14:39
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Mar Del Plata,-38.0023,-57.5575,60.82,65,0,15.99,AR,clear sky,2022-08-11 20:11:23
Faya,18.3851,42.4509,66.31,70,81,3.11,SA,broken clouds,2022-08-11 20:19:55
Caravelas,-17.7125,-39.2481,74.48,71,100,10.76,BR,overcast clouds,2022-08-11 20:13:26
Kudahuvadhoo,2.6708,72.8944,80.94,79,28,7.31,MV,scattered clouds,2022-08-11 20:19:58
Pevek,69.7008,170.3133,36.66,92,88,6.17,RU,overcast clouds,2022-08-11 20:13:25
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:14:26
Takoradi,4.8845,-1.7554,74.86,84,100,9.71,GH,overcast clouds,2022-08-11 20:20:04
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Yeppoon,-23.1333,150.7333,58.78,90,100,6.22,AU,overcast clouds,2022-08-11 20:20:08
Bubaque,11.2833,-15.8333,80.6,82,100,15.77,GW,light rain,2022-08-11 20:14:01
Mogadishu,2.0371,45.3438,75.67,82,46,19.08,SO,scattered clouds,2022-08-11 20:20:11
Conceicao Do Araguaia,-8.2578,-49.2647,98.28,19,51,1.48,BR,broken clouds,2022-08-11 20:20:12
Castro,-24.7911,-50.0119,56.46,59,0,5.84,BR,clear sky,2022-08-11 20:17:25
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Esperance,-33.8667,121.9,52.66,72,91,9.04,AU,overcast clouds,2022-08-11 20:20:16
Ekibastuz,51.6667,75.3667,65.84,72,54,4.59,KZ,broken clouds,2022-08-11 20:20:17
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Oranjemund,-28.55,16.4333,55.58,92,100,2.24,NA,overcast clouds,2022-08-11 20:20:20
Staryy Nadym,65.6118,72.6842,61.5,55,100,11.48,RU,overcast clouds,2022-08-11 20:20:21
Luderitz,-26.6481,15.1594,56.71,85,58,8.99,NA,broken clouds,2022-08-11 20:15:31
Anadyr,64.75,177.4833,57.7,82,75,6.71,RU,broken clouds,2022-08-11 20:16:43
Maceio,-9.6658,-35.7353,80.04,78,20,9.22,BR,few clouds,2022-08-11 20:20:25
Port Hedland,-20.3167,118.5667,66.25,34,100,13.8,AU,overcast clouds,2022-08-11 20:20:26
Jerantut,3.936,102.3626,74.07,98,65,0.78,MY,broken clouds,2022-08-11 20:20:28
Dikson,73.5069,80.5464,44.49,94,99,20.38,RU,overcast clouds,2022-08-11 20:16:48
Vaini,-21.2,-175.2,74.28,65,100,15.08,TO,overcast clouds,2022-08-11 20:13:53
Port Elizabeth,-33.918,25.5701,57.09,100,100,3.44,ZA,mist,2022-08-11 20:15:34
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:15:21
Bengkulu,-3.8004,102.2655,76.33,91,46,3.49,ID,scattered clouds,2022-08-11 20:15:24
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Kardailovo,51.5386,53.9042,72.72,66,84,5.95,RU,broken clouds,2022-08-11 20:20:37
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Coffeyville,37.0373,-95.6164,96.85,27,0,11.5,US,clear sky,2022-08-11 20:20:22
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:12:16
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:16:05
Rovira,4.2392,-75.24,86.34,40,7,5.14,CO,clear sky,2022-08-11 20:20:43
Alta Floresta,-9.8756,-56.0861,91.22,29,0,3.44,BR,clear sky,2022-08-11 20:20:44
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
La Ronge,55.1001,-105.2842,84.42,45,20,6.91,CA,few clouds,2022-08-11 20:20:49
Saskylakh,71.9167,114.0833,42.87,71,100,6.8,RU,overcast clouds,2022-08-11 20:15:53
Beringovskiy,63.05,179.3167,52.68,84,100,16.15,RU,overcast clouds,2022-08-11 20:20:52
Kodiak,57.79,-152.4072,54.91,94,100,6.91,US,overcast clouds,2022-08-11 20:13:22
Iranshahr,27.2025,60.6848,97.14,13,59,11.5,IR,broken clouds,2022-08-11 20:20:55
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:10:36
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Tibanban,6.6295,126.0789,80.51,79,56,2.21,PH,broken clouds,2022-08-11 20:20:59
Bitung,1.4451,125.1824,74.25,83,48,6.96,ID,scattered clouds,2022-08-11 20:21:01
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Kamenka,51.3223,42.7678,69.35,70,71,12.73,RU,broken clouds,2022-08-11 20:21:03
Coria,39.9879,-6.5377,85.44,20,0,5.99,ES,clear sky,2022-08-11 20:21:05
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:13:19
Alofi,-19.0595,-169.9187,78.69,78,40,10.36,NU,scattered clouds,2022-08-11 20:21:07
Kingaroy,-26.5333,151.8333,44.64,100,100,0.0,AU,mist,2022-08-11 20:21:09
Saldanha,-33.0117,17.9442,56.26,87,100,9.91,ZA,overcast clouds,2022-08-11 20:14:02
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:11:18
Rypefjord,70.6333,23.6667,50.47,87,75,35.68,NO,shower rain,2022-08-11 20:21:12
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:11:28
Cabo San Lucas,22.8909,-109.9124,95.61,63,20,5.75,MX,few clouds,2022-08-11 20:14:18
Bengkulu,-3.8004,102.2655,76.33,91,46,3.49,ID,scattered clouds,2022-08-11 20:15:24
Salalah,17.0151,54.0924,77.58,87,99,10.38,OM,overcast clouds,2022-08-11 20:08:59
Luderitz,-26.6481,15.1594,56.71,85,58,8.99,NA,broken clouds,2022-08-11 20:15:31
Narsaq,60.9167,-46.05,57.42,76,12,4.76,GL,few clouds,2022-08-11 20:21:19
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Bubaque,11.2833,-15.8333,80.6,82,100,15.77,GW,light rain,2022-08-11 20:14:01
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:11:47
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:15:14
Ust-Nera,64.5667,143.2,60.17,77,100,0.78,RU,overcast clouds,2022-08-11 20:21:28
Narsaq,60.9167,-46.05,57.42,76,12,4.76,GL,few clouds,2022-08-11 20:21:19
Isangel,-19.55,169.2667,69.96,61,6,14.25,VU,clear sky,2022-08-11 20:13:54
Semporna,4.4818,118.6112,79.34,84,17,3.02,MY,few clouds,2022-08-11 20:21:31
Cape Town,-33.9258,18.4232,60.39,74,100,7.0,ZA,overcast clouds,2022-08-11 20:11:41
Hoopstad,-27.8327,25.9083,60.3,22,23,7.56,ZA,few clouds,2022-08-11 20:21:34
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:12:54
Port Hedland,-20.3167,118.5667,66.25,34,100,13.8,AU,overcast clouds,2022-08-11 20:20:26
Ambon,-3.6954,128.1814,73.54,94,20,10.36,ID,few clouds,2022-08-11 20:21:37
Sobolevo,54.4299,31.8996,59.88,66,0,7.7,RU,clear sky,2022-08-11 20:21:39
Sakakah,29.9697,40.2064,94.57,24,0,7.36,SA,clear sky,2022-08-11 20:19:50
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
Kralendijk,12.15,-68.2667,87.78,70,40,17.27,BQ,scattered clouds,2022-08-11 20:20:16
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Wajima,37.4,136.9,80.29,82,100,19.13,JP,overcast clouds,2022-08-11 20:21:45
Lorengau,-2.0226,147.2712,79.95,79,48,5.35,PG,scattered clouds,2022-08-11 20:21:46
Susehri,40.1644,38.0867,64.22,79,2,4.0,TR,clear sky,2022-08-11 20:21:48
Zhigansk,66.7697,123.3711,48.13,77,17,21.41,RU,few clouds,2022-08-11 20:21:49
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:12:34
Santiago Del Estero,-27.7951,-64.2615,73.36,25,100,13.31,AR,overcast clouds,2022-08-11 20:21:51
Petrovsk,52.3064,45.3917,67.12,85,55,6.93,RU,broken clouds,2022-08-11 20:21:53
Half Moon Bay,37.4636,-122.4286,83.57,64,0,18.41,US,clear sky,2022-08-11 20:21:54
Botou,38.0667,116.5667,73.04,97,10,5.03,CN,clear sky,2022-08-11 20:21:55
Richards Bay,-28.783,32.0377,70.56,72,4,13.31,ZA,clear sky,2022-08-11 20:21:57
Kamina,-8.7386,24.9906,67.14,24,100,4.45,CD,overcast clouds,2022-08-11 20:21:58
Ponta Delgada,37.7333,-25.6667,74.12,78,20,5.75,PT,few clouds,2022-08-11 20:21:59
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Vardo,70.3705,31.1107,53.58,87,0,10.36,NO,moderate rain,2022-08-11 20:22:03
Kasaragod,12.5,75.0,78.66,80,92,13.09,IN,overcast clouds,2022-08-11 20:22:04
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
Puerto Ayora,-0.7393,-90.3518,78.76,93,100,8.01,EC,overcast clouds,2022-08-11 20:20:38
Prince Rupert,54.3161,-130.3201,64.49,77,0,3.44,CA,clear sky,2022-08-11 20:21:15
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Georgetown,5.4112,100.3354,83.89,89,20,2.3,MY,few clouds,2022-08-11 20:20:59
Inuvik,68.3499,-133.7218,63.36,48,20,10.36,CA,few clouds,2022-08-11 20:22:14
Nome,64.5011,-165.4064,51.87,82,100,8.05,US,overcast clouds,2022-08-11 20:11:33
Kutum,14.2,24.6667,74.93,62,81,3.87,SD,broken clouds,2022-08-11 20:22:16
Teguldet,57.3064,88.1667,50.41,75,0,5.12,RU,clear sky,2022-08-11 20:22:18
Ashington,50.9331,-0.3909,77.38,46,0,10.45,GB,clear sky,2022-08-11 20:22:19
Winnemucca,40.973,-117.7357,89.65,31,0,11.5,US,clear sky,2022-08-11 20:22:20
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:14:49
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Kruisfontein,-34.0033,24.7314,54.88,91,100,2.28,ZA,overcast clouds,2022-08-11 20:22:26
Nabire,-3.3667,135.4833,74.03,92,56,3.49,ID,broken clouds,2022-08-11 20:22:28
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Pavlodar,52.3,76.95,60.6,94,100,2.24,KZ,overcast clouds,2022-08-11 20:22:30
Hermanus,-34.4187,19.2345,54.81,77,100,13.11,ZA,overcast clouds,2022-08-11 20:14:38
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:12:41
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Ilulissat,69.2167,-51.1,36.41,96,100,1.43,GL,overcast clouds,2022-08-11 20:22:35
Wattegama,6.7989,81.4808,77.74,70,100,2.98,LK,overcast clouds,2022-08-11 20:22:36
Jalu,29.0331,21.5482,84.83,39,0,14.54,LY,clear sky,2022-08-11 20:22:39
Namibe,-15.1961,12.1522,62.15,89,59,4.92,AO,broken clouds,2022-08-11 20:22:40
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:13:28
Todos Santos,23.45,-110.2167,98.04,74,47,9.53,MX,scattered clouds,2022-08-11 20:22:43
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:14:26
Talaya,61.3833,152.75,56.21,80,99,4.61,RU,overcast clouds,2022-08-11 20:22:49
Bredasdorp,-34.5322,20.0403,52.79,86,100,5.68,ZA,overcast clouds,2022-08-11 20:12:54
Srednekolymsk,67.45,153.6833,63.63,82,88,5.32,RU,light rain,2022-08-11 20:18:53
Port Hardy,50.6996,-127.4199,62.78,94,75,4.61,CA,broken clouds,2022-08-11 20:22:52
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Cooma,-36.2333,149.1333,39.67,91,47,3.51,AU,scattered clouds,2022-08-11 20:20:36
Hamilton,39.1834,-84.5333,86.22,58,40,8.05,US,scattered clouds,2022-08-11 20:22:56
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Mabamba,-3.5983,30.5019,75.67,34,100,4.32,TZ,overcast clouds,2022-08-11 20:23:00
Carnarvon,-24.8667,113.6333,59.7,34,0,15.99,AU,clear sky,2022-08-11 20:21:41
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Mahebourg,-20.4081,57.7,68.29,64,20,16.11,MU,few clouds,2022-08-11 20:16:19
Dikson,73.5069,80.5464,44.49,94,99,20.38,RU,overcast clouds,2022-08-11 20:16:48
Jamestown,42.097,-79.2353,77.02,44,0,11.5,US,clear sky,2022-08-11 20:21:25
Thompson,55.7435,-97.8558,78.96,47,40,12.66,CA,scattered clouds,2022-08-11 20:15:14
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Lebu,-37.6167,-73.65,52.5,80,100,3.96,CL,overcast clouds,2022-08-11 20:23:13
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Vostok,46.4856,135.8833,54.19,98,92,4.14,RU,overcast clouds,2022-08-11 20:23:17
Bambous Virieux,-20.3428,57.7575,68.25,64,20,16.11,MU,light rain,2022-08-11 20:23:19
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:14:31
Vulcan,45.3833,23.2667,60.08,78,97,1.97,RO,overcast clouds,2022-08-11 20:19:21
Isangel,-19.55,169.2667,69.96,61,6,14.25,VU,clear sky,2022-08-11 20:13:54
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Hilo,19.7297,-155.09,90.28,82,100,3.44,US,overcast clouds,2022-08-11 20:22:30
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:14:39
Santa Cruz,-17.8,-63.1667,78.26,27,0,11.5,BO,clear sky,2022-08-11 20:21:29
Lasa,46.6166,10.7002,64.42,83,99,3.53,IT,overcast clouds,2022-08-11 20:23:30
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:16:05
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Gat,31.61,34.7642,81.28,100,0,6.33,IL,clear sky,2022-08-11 20:20:04
